kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	ULU CHOH	350	134	172	44	0			132	2	172	44	134				172	44
2	BANDAR ULU CHOH	1361	327	978	46	10	6	4	329	4	978	50	328	1		2	978	52
3	KAMPONG RAHMAT	2718	1495	942	237	44	15	29	1504	6	942	266	1497	4	2		942	273
4	BUKIT BATU	3206	848	2229	96	32	7	25	846	9	2229	121	848		1		2229	127
5	AYER MANIS	963	857	65	22	19		19	857		65	41	857				65	41
6	FELDA BUKIT BATU	1779	1745	23	4	7	2	5	1743	4	23	9	1746	1			23	9
7	AYER BEMBAN	1596	351	1168	71	6	3	3	352	2	1168	74	351	2			1168	75
8	MIDLAND KULAI YOUNG	634	571	30	21	12	5	7	575	1	30	28	571	2			30	31
9	PEKAN KELAPA SAWIT BARAT	1811	54	1717	34	6	4	2	55	3	1717	36	54				1717	40
10	PEKAN KELAPA SAWIT TENGAH	2351	452	1824	71	4		4	452		1824	75	452				1824	75
11	PEKAN KELAPA SAWIT TIMOR	1705	30	1615	57	3		3	30		1615	60	30				1615	60
12	KAMPONG SRI PAYA	2493	1214	861	381	37	6	31	1213	7	861	412	1214	2			861	416
13	KOTA KULAI	2743	262	2226	238	17	8	9	266	4	2226	247	262	4		1	2226	250
14	TAMAN PUTRI	3353	725	2150	438	40	15	25	730	10	2150	463	726	4	1		2150	472
15	TAMAN PERMAI	3153	1115	1520	450	68	32	36	1132	15	1520	486	1117	13			1520	503
