kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG REDONG	781	758	4	2	17	5	12	759	4	4	14	758	1			4	18
2	PEKAN AYER PANAS	1172	803	160	7	202	191	11	845	149	160	18	804				160	208
3	LADANG LABIS UTARA	335	65	31	234	5		5	65		31	239	65				31	239
4	BANDAR LABIS TIMOR	1621	499	1033	82	7		7	497	2	1033	89	499				1033	89
5	BANDAR LABIS TENGAH	2022	20	1983	15	4	4		19	5	1983	15	20				1983	19
6	LABIS	3641	459	2378	791	13	6	7	458	7	2378	798	459	1	1		2378	802
7	FELDA TENANG	1823	1711	16	2	94	88	6	1736	63	16	8	1711	1			16	95
8	SAWAH BAHRU	411	401	7		3	2	1	402	1	7	1	401				7	3
9	TENANG STATION	2474	754	1143	551	26	4	22	757	1	1143	573	755				1143	576
10	LADANG BUKIT DATO	636	178	140	288	30	29	1	182	25	140	289	178				140	318
11	CHEMPLAK BARAT	1685	1608	41	29	7	3	4	1608	3	41	33	1608	2			41	34
12	CHEMPLAK	1797	1781	3	5	8		8	1779	2	3	13	1781				3	13
