kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN PERISAI TMN SRI TEBRAU	99	5	94		0			5		94		5				94	
2	JLN KERIS SATU TMN SRI TEBRAU	189	5	181	2	1		1	5		181	3	5				181	3
3	JLN KERIS DUA TMN SRI TEBRAU	147	22	120	5	0			22		120	5	22				120	5
4	JLN TOMBAK TMN SRI TEBRAU	69	17	52		0			17		52		17				52	
5	JLN TOMBAK SATU TMN SRI TEBRAU	203	1	201		1	1			2	201		1				201	1
6	JLN TOMBAK DUA TMN SRI TEBRAU	61		54	4	3	3			3	54	4					54	7
7	JLN TOMBAK TIGA TMN SRI TEBRAU	145		144		1		1			144	1					144	1
8	JLN TOMBAK EMPAT TMN SRI TEBRAU	107	3	103	1	0			3		103	1	3				103	1
9	JLN TOMBAK LIMA TMN SRI TEBRAU	62		61	1	0					61	1					61	1
10	JLN TOMBAK ENAM TMN SRI TEBRAU	124	3	120	1	0			3		120	1	3				120	1
