kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	NARASIT	662	1	621		40	40		2	39	621		1	37	1	2	621	
2	TULAI	882	6	507		369	369		16	358	507	1	6	359	4	5	507	1
3	KERTONG	1392	11	734		647	647		20	638	734		11	640	4	3	734	
4	KELUPU	2206	246	841		1119	1117	2	367	996	841	2	246	1097	12	8	841	2
5	BANDAR	3376	181	2997		198	197	1	182	196	2997	1	181	180	8	9	2997	1
6	MERADONG	527	18	107		402	401	1	25	394	107	1	18	398	2	1	107	1
7	KEMANTAN	897	7	851		39	39		12	34	851		7	35	1	3	851	
8	MADOR	1379	13	292		1074	1074		30	1057	292		13	1065	2	7	292	
9	LEMAYONG	2896	51	959		1886	1885	1	81	1855	959	1	51	1859	14	12	959	1
10	SELEMAS	281	127	83		71	71		139	59	83		127	69	1	1	83	
11	SELIDAP	947	10	392		545	545		24	531	392		10	535	3	7	392	
12	NYELONG	2448	94	890		1464	1464		133	1425	890		94	1437	13	14	890	
