kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUARTERS FAMA	5	5			0			5				5					
2	KG PERMATANG BADAK	1689	1656	4	7	22	2	20	1653	5	4	27	1656	1	1		4	27
3	TAMAN DESA MESRA	163	163			0			163				163					
4	TAMAN SEPAKAT	726	720	3	1	2	1	1	721		3	2	720				3	3
5	TAMAN PUTRA PUTRI	53	53			0			53				53					
6	TAMAN UKHWAH	42	42			0			42				42					
7	TMN ANEKA JAYA 10	34	32	1		1		1	31	1	1	1	32				1	1
8	TMN PERMATANG BADAK PERDANA	102	74	12	8	8	2	6	73	3	12	14	74	1			12	15
9	KUARTERS JKR BATU 6	42	40	1	1	0			40		1	1	40				1	1
10	KG BATU 6	291	183	73	18	17		17	180	3	73	35	183				73	35
11	KG BATU 6 1/4	25	17	2	1	5		5	17		2	6	17				2	6
