kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LONG AKAH BAZAAR	47		7		40	40			40	7			1		39	7	
2	LONG APU BARAM	219		1		218	218		7	211	1			5		213	1	
3	LONG ANAP	135				135	135		2	133				1		134		
4	LONG BEKU	147				147	147		37	110				1		146		
5	LONG JULAN	62				62	62			62				3		59		
6	LONG PALAI	205		1		204	204		3	201	1			2		202	1	
7	LONG SAN	243	1	3		239	239		4	236	3		1	6		233	3	
8	LEPO KAH TANJUNG TEPALIT	207	1			206	206		5	202			1	2		204		
9	LONG SELATONG KANAN	96				96	96		1	95				3		93		
10	LONG TAP AKAH RIVER	70		1		69	69		12	57	1					69	1	
