kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUALA WOH	2942	194	17	78	2653	2649	4	351	2491	17	83	194	9		1	17	2721
2	KAMPONG KINJANG	1604	587	15	49	953	952	1	707	832	15	50	587	2	1		15	999
3	PEKAN CHENDERIANG	1179	196	834	140	8	6	2	197	5	834	142	196	1			834	147
4	SUNGAI CHENDERIANG	690	3	641	46	0			3		641	46	3				641	46
5	TEMOH	624	191	209	138	85	65	20	189	67	209	158	191		1		209	222
6	PEKAN TEMOH	1438	138	1205	86	9		9	135	3	1205	95	138				1205	95
7	KAMPONG LUBOK MAS	602	284	58	231	29	2	27	285	1	58	258	284				58	260
8	TEMOH ROAD	1545	726	172	606	41	30	11	733	23	172	617	727				172	646
9	JALAN PAHANG	4280	1957	671	735	917	897	20	1975	879	671	755	1959	7	2	1	671	1640
10	KAMPONG DATOH	1864	670	534	608	52	40	12	678	32	534	620	671	1			534	658
11	KAMPONG SEBERANG	638	243	208	185	2		2	241	2	208	187	243				208	187
12	SUNGAI SENGKUANG	457	243	135	73	6	5	1	243	5	135	74	243				135	79
13	BIDOR ROAD	1243	655	369	181	38	34	4	664	25	369	185	658	3		3	369	210
14	LUBOK KATAK	715	606	102	1	6	2	4	606	2	102	5	606				102	7
15	KAMPONG BATU MELINTANG	667	474	15	17	161	160	1	479	155	15	18	474				15	178
16	BUKIT PAGAR	1635	442	1008	140	45	44	1	458	28	1008	141	443				1008	184
17	TANAH MAS	468	2	465		1	1		2	1	465		2				465	1
