kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JIAS	208	207			1		1	207			1	207					1
2	BUNUT SATUT	173	173			0			170	3			173					
3	LIMAU PURUT	140	140			0			138	2			140					
4	CHETOK	163	162			1	1		163				162					1
5	LEBAI ABAS	53	53			0			53				53					
6	BELUKAR	231	231			0			231				231					
7	KUBANG KASAR	16	16			0			16				16					
8	KG BETA HULU	556	556			0			554	2			556					
9	KG STAN	80	79			1	1		80				79					1
10	KG MASAL	33	33			0			33				33					
