kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI SEKAMAT	5406	4009	278	848	271	22	249	4021	10	278	1097	4014	3	1	1	278	1109
2	SAUJANA IMPIAN	3021	2468	362	148	43	12	31	2479	1	362	179	2470	1	1		362	187
3	TAMAN MESRA	1369	1131	142	78	18	4	14	1133	2	142	92	1132	1			142	94
4	SUNGAI KANTAN	2816	2465	164	115	72	16	56	2479	2	164	171	2467	3			164	182
5	TAMAN KAJANG BAHARU	4315	1503	1662	1084	66	34	32	1520	17	1662	1116	1504	4	3		1662	1142
6	KAJANG	1385	53	1265	65	2		2	50	3	1265	67	53				1265	67
7	TAMAN DELIMA	1838	1333	123	312	70	5	65	1333	5	123	377	1333	1	1		123	380
8	BANDAR KAJANG	2185	1253	543	288	101	70	31	1263	60	543	319	1265	19	4	2	543	352
9	BANDAR SUNGAI LONG	7634	519	6622	418	75	42	33	538	23	6622	451	521	4	1	1	6622	485
10	BANDAR MAHKOTA	4443	806	3212	368	57	34	23	821	19	3212	391	808	4	3	1	3212	415
11	TAMAN RAKAN	1233	644	492	84	13	5	8	646	3	492	92	644		2		492	95
12	TAMAN ASA JAYA	1733	417	834	451	31	8	23	424	1	834	474	417	1			834	481
13	KAJANG PERDANA	3541	1612	1174	667	87	25	62	1627	10	1174	729	1617	4	2	1	1174	742
14	SUNGAI JELUK	1620	610	678	319	13	4	9	613	1	678	328	612				678	330
15	TAMAN BUKIT MEWAH	3083	774	1522	707	80	42	38	807	9	1522	745	774	6	2		1522	779
16	REKO UTARA	1430	179	878	339	34	10	24	184	5	878	363	181	1			878	370
17	TAMAN JASMIN	3071	1261	1145	620	45	19	26	1267	13	1145	646	1262	4	1		1145	659
18	REKO SELATAN	2337	396	1456	451	33	16	17	396	16	1456	468	397	1	1		1456	481
19	TAMAN KAJANG MEWAH	3867	1585	1675	532	75	38	37	1608	15	1675	569	1589	6		1	1675	596
20	BUKIT KAJANG BARU	4676	1494	2108	1016	58	26	32	1508	12	2108	1048	1498	8	3	2	2108	1057
21	KAJANG PRIMA	1167	300	607	234	26	7	19	304	3	607	253	300	2	1		607	257
