kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUBU GAJAH	753	748		3	2	2		748	2		3	748					5
2	PARIT 2 KUBU GAJAH	227	226	1		0			226		1		226				1	
3	PARIT 5	82	81		1	0			81			1	81					1
4	SEMANGGOL ESTATE	2	2			0			2				2					
5	PARIT TIGA	180	180			0			179	1			180					
6	PARIT EMPAT	10	10			0			10				10					
7	PARIT DUA BARU KUBU GAJAH	17	16		1	0			16			1	16					1
8	KAMPONG PANCHOR	45	45			0			45				45					
9	PUSAT KESIHATAN BESAR	5	5			0			5				5					
10	PARIT DUA	45	45			0			44	1			45					
11	PARIT 7 KUBU GAJAH	2	2			0			2				2					
12	BUKIT MERAH LAKETOWN RESORT	7	5	2		0			5		2		5				2	
