kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TMN SRI ANDALAS	1096	580	272	205	39	24	15	602	2	272	220	582				272	242
2	JLN TUN DR ISMAIL	120	82	8	29	1		1	82		8	30	82				8	30
3	JLN TUN RAZAK	405	285	80	38	2		2	285		80	40	285				80	40
4	JLN SRI DAMAK 10	35	14	14	7	0			14		14	7	14				14	7
5	JLN SRI DAMAK 11	29	1	23	5	0			1		23	5	1				23	5
6	JLN SRI DAMAK 12	16	3	4	7	2		2	3		4	9	3				4	9
7	LRG SRI DAMAK 17	78	25	38	12	3		3	25		38	15	25				38	15
8	JLN SRI DAMAK 18	48	14	21	13	0			14		21	13	14				21	13
9	LRG SRI DAMAK 19	37	16	18	3	0			16		18	3	16				18	3
10	JLN SRI DAMAK 22	126	77	30	19	0			77		30	19	77				30	19
11	JLN SRI DAMAK 23	17	7	8	2	0			7		8	2	7				8	2
12	JLN SRI DAMAK 25	160	101	18	41	0			101		18	41	101				18	41
13	JLN SRI DAMAK 26	86	57	18	11	0			57		18	11	57				18	11
14	JLN SRI SEDELI	47	20	20	6	1		1	20		20	7	20				20	7
15	JLN SRI SEDELI 2	83	57	8	17	1	1		58		8	17	57			1	8	17
16	JLN SRI SEDELI 3	65	56	3	6	0			56		3	6	56				3	6
17	JLN SRI SEDELI 5	119	69	22	28	0			69		22	28	69				22	28
18	JLN SRI SEDELI 6	117	30	39	44	4	3	1	32	1	39	45	30	1			39	47
19	JLN SRI DAMAK 35	9	4	2	3	0			4		2	3	4				2	3
20	JLN SRI SIANTAN 41	22	14	7	1	0			14		7	1	14				7	1
21	JLN SRI SIANTAN 47	34	18	15		1		1	18		15	1	18				15	1
22	JLN SRI SIANTAN 49	119	76	19	19	5		5	76		19	24	76				19	24
23	LRG SRI DAMAK 12	36	10	7	19	0			10		7	19	10				7	19
24	LRG SRI DAMAK 13	82	52	14	12	4		4	52		14	16	52				14	16
25	LRG SRI DAMAK 14	43	21	18	3	1		1	21		18	4	21				18	4
26	LRG SRI DAMAK 15	63	55	5	3	0			55		5	3	55				5	3
27	LRG SRI DAMAK 16	77	20	37	20	0			20		37	20	20				37	20
28	LRG SRI DAMAK 20	21		17	4	0					17	4					17	4
29	LRG SRI DAMAK 21	52	24	20	7	1	1		24	1	20	7	24				20	8
30	LRG SRI DAMAK 19	12	6	3	3	0			6		3	3	6				3	3
31	LRG SRI DAMAK 23	28	11	15	2	0			11		15	2	11				15	2
32	LRG SRI DAMAK 24	45	15	16	14	0			15		16	14	15				16	14
33	LRG SRI SEDELI	74	36	19	19	0			36		19	19	36				19	19
34	LRG SEDELI 1A	63	36	9	17	1		1	36		9	18	36				9	18
35	LRG SRI SEDELI 1B	32	18	5	9	0			18		5	9	18				5	9
36	LKG SRI DAMAK 2	4	3	1		0			3		1		3				1	
37	LKG SRI DAMAK 11	65	4	46	14	1		1	4		46	15	4				46	15
38	LKG SRI SEDELI	357	262	37	57	1		1	262		37	58	262				37	58
39	LKG SRI SEDELI 1A	191	130	23	34	4	1	3	129	2	23	37	130				23	38
40	SLK SRI SEDELI 2A	62	44	18		0			44		18		44				18	
41	SLK SRI SEDELI 2B	45	37	5	3	0			37		5	3	37				5	3
42	LKG SRI SIANTAN 50	181	140	14	23	4	3	1	143		14	24	140		1	1	14	25
43	JLN SRI DAMAK 36	24	19	1	4	0			19		1	4	19				1	4
44	JLN SRI DAMAK 37	7	6	1		0			6		1		6				1	
45	JLN SRI DAMAK 38	30	21	2	7	0			21		2	7	21				2	7
46	JLN SRI DAMAK 39	22	17	1	4	0			17		1	4	17				1	4
47	JLN SRI DAMAK 40	2	1		1	0			1			1	1					1
48	JLN SRI DAMAK 41	1	1			0			1				1					
49	JLN SRI DAMAK 43	70	36	13	18	3		3	35	1	13	21	36				13	21
50	JLN SRI DAMAK 46	4	3		1	0			3			1	3					1
51	JLN SRI DAMAK 47	9	7	2		0			7		2		7				2	
52	JLN SRI DAMAK 49	38	20	7	10	1		1	20		7	11	20				7	11
53	JLN SRI SIANTAN	109	70	20	17	2	1	1	71		20	18	71				20	18
54	TMN SRI ANDALAS JAYA	102	29	42	30	1	1		29	1	42	30	29			1	42	30
55	JLN SRI SIANTAN 50	140	89	25	24	2	1	1	90		25	25	89				25	26
56	LRG SERI DAMAK 59	44	8	24	12	0			8		24	12	8				24	12
57	JLN SRI DAMAK 27	33	24	5	4	0			24		5	4	24				5	4
58	LRG SERI DAMAK 26B	41	36	1	4	0			36		1	4	36				1	4
59	LRG SRI BANANG 11B	79	31	25	23	0			30	1	25	23	31				25	23
60	JLN SRI BANANG 14	179	70	51	52	6	4	2	73	1	51	54	70				51	58
61	JLN SRI SEDELI 7	58	11	25	22	0			11		25	22	11				25	22
62	JLN SRI SIANTAN 35	83	48	17	17	1		1	48		17	18	48				17	18
63	JLN SRI SIANTAN 38	39	20	3	15	1		1	20		3	16	20				3	16
64	JLN SRI SIANTAN 39	20	15	4		1		1	15		4	1	15				4	1
65	JLN SRI SIANTAN 43	155	89	55	10	1		1	89		55	11	89				55	11
66	JLN SRI SIANTAN 45	13	11	1	1	0			11		1	1	11				1	1
67	JLN SRI SIANTAN 49	38	27	5	5	1	1		27	1	5	5	27				5	6
68	JLN SRI SIANTAN 51	91	80	4	4	3	2	1	82		4	5	80		2		4	5
69	LRG SRI BANANG 11 A	63	22	20	21	0			22		20	21	22				20	21
70	LRG SRI BANANG 12	53	12	22	17	2	2		12	2	22	17	12				22	19
71	LRG SRI DAMAK 26 A	30	22	6	2	0			22		6	2	22				6	2
72	LRG SRI DAMAK 27 A	25	21	2	2	0			21		2	2	21				2	2
73	LRG SRI DAMAK 27 B	36	31	5		0			31		5		31				5	
74	LRG DRI DAMAK 57	13	6	3	4	0			6		3	4	6				3	4
75	LRG SRI DAMAK 59 B	20	3	14	3	0			3		14	3	3				14	3
76	JLN SRI TANJUNG 3	43	17	5	21	0			17		5	21	17				5	21
77	LRG SRI TANJUNG 3	29	1	11	17	0			1		11	17	1				11	17
78	LRG SRI TANJUNG 4 A	42	40		1	1	1		41			1	40					2
79	JLN SRI SIANTAN 31	47	30	4	13	0			30		4	13	30				4	13
80	SLK SRI SIANTAN 48	21	10	11		0			10		11		10				11	
81	LRG SRI DAMAK	26	14	11	1	0			14		11	1	14				11	1
82	SLK SRI SIANTAN 34	29	9	13	7	0			9		13	7	9				13	7
83	JLN SRI TANJONG	178	59	59	56	4		4	59		59	60	59				59	60
801	PENGUNDI TIDAK HADIR	7	4	1	2	0			4		1	2	4				1	2
