kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUBANG GOLOK	2986	2450	315	7	214	9	205	2447	12	315	212	2450	1			315	220
2	PERUPOK	3724	3674	22	2	26	5	21	3677	2	22	23	3674	1			22	27
3	KAMPUNG SUNGAI	1538	1535			3		3	1533	2		3	1535					3
4	PANTAI DAMAT	1683	1680			3	3		1675	8			1680	2	1			
5	KAMPUNG KEMUDI	1953	1937	13		3	1	2	1935	3	13	2	1937				13	3
6	KAMPUNG NIPAH	2183	2144	15	5	19	14	5	2144	14	15	10	2144	2	2	2	15	18
7	PANTAI IRAMA	1115	1084	24	2	5	2	3	1083	3	24	5	1084		1		24	6
8	PADANG CHINA	1562	1561		1	0			1558	3		1	1561					1
9	KUAU	1062	1060		1	1		1	1058	2		2	1060					2
10	BADAK	2036	2029	4	1	2	1	1	2028	2	4	2	2029				4	3
11	MELAWI	1788	1785	1		2	1	1	1786		1	1	1785				1	2
12	KAMPUNG SUNGAI DUA	1238	1234	2	1	1		1	1234		2	2	1234				2	2
13	TANGOK	2047	2039	2	1	5	2	3	2040	1	2	4	2039				2	6
14	RUSA	1774	1734	39		1		1	1731	3	39	1	1734				39	1
15	TELONG	1442	1435	1	1	5	1	4	1434	2	1	5	1435		1		1	5
16	KANDIS	2588	2580	1	1	6	2	4	2578	4	1	5	2580				1	7
