kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN HAPPY TENGAH	224	6	203	14	1		1	6		203	15	6				203	15
2	JALAN SELESA	154		150	3	1		1			150	4					150	4
3	JALAN RIANG	653	14	621	17	1		1	14		621	18	14				621	18
4	JALAN RIANG 2	108		103	4	1		1			103	5					103	5
5	JALAN RIANG 3	65		45	16	4	2	2		2	45	18			2		45	18
6	JALAN RIANG 4	110		109	1	0					109	1					109	1
7	JALAN RIANG 5	78		66	12	0					66	12					66	12
8	JALAN RIANG 6	116	1	102	10	3		3	1		102	13	1				102	13
9	JALAN RIANG 7	74		70	3	1		1			70	4					70	4
10	JALAN RIANG 8	67		66	1	0					66	1					66	1
11	JALAN RIANG 9	46		41	5	0					41	5					41	5
12	JALAN RIANG 10	54		48	6	0					48	6					48	6
13	JALAN RIANG 11	38		37	1	0					37	1					37	1
14	JALAN RIANG 12	41		41		0					41						41	
15	JALAN RIANG 13	116		113	3	0					113	3					113	3
16	JALAN RIANG 14	121		96	17	8	1	7		1	96	24					96	25
801	PENGUNDI TIDAK HADIR	4		4		0					4						4	
