kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG ALAI	885	843	30	5	7	2	5	843	2	30	10	844				30	11
2	BKT PUNGGOR	268	263	3		2		2	262	1	3	2	263				3	2
3	JLN SEKOLAH	292	287	1		4		4	287		1	4	287				1	4
4	SIMPANG KANDANG	21	14	7		0			14		7		14				7	
5	QRS POLIS KANDANG	14	14			0			14				14					
6	SLK PKLN JAJAR	494	486	7		1	1		487		7		486				7	1
7	KG PERMATANG PASIR	1067	1009	24	15	19	3	16	1011	1	24	31	1009	2			24	32
8	SLK TAMBAK SEBELONG	418	399	7	4	8	3	5	401	1	7	9	399	3			7	9
9	JLN AMAN	293	286	2		5		5	286		2	5	286				2	5
10	TMN ALAI JAYA	54	51	3		0			51		3		51				3	
11	JLN SENTOSA	49	46			3		3	46			3	46					3
12	BT 51/2 PUNGGOR	66	63	1	1	1	1		64		1	1	63				1	2
13	TMN ALAI INDAH	14	13			1		1	13			1	13					1
14	TMN PERMATANG PASIR	98	92	5	1	0			92		5	1	92				5	1
15	JLN HASHIM	53	53			0			53				53					
16	LRG HJ ALIAS	75	74			1	1		75				74					1
17	SG PUNGGOR	41	39	2		0			39		2		39				2	
18	JLN MELAKA/MUAR	104	100	3		1		1	100		3	1	100				3	1
19	TMN ALAI PERDANA	449	278	138	21	12	1	11	278	1	138	32	278		1		138	32
20	TMN. PERMATANG PASIR PERMAI	150	72	70	6	2	2		73	1	70	6	72	1			70	7
21	TMN ALAI MURNI	9	9			0			9				9					
22	TMN PERMATANG PASIR PERDANA	48	13	33	1	1		1	13		33	2	13				33	2
701	BALAI POLIS KANDANG	17	16			1	1		17				16					1
801	PENGUNDI TIDAK HADIR	3	2	1		0			2		1		2				1	
