kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PEKAN JEMALUANG	261	7	252	2	0			6	1	252	2	7				252	2
2	LORONG TENGAH JAMALUANG	63		63		0					63						63	
3	JALAN MERSING JAMALUANG	88	5	80	2	1	1		5	1	80	2	5				80	3
4	JALAN PASAR JAMALUANG	121		121		0					121						121	
5	JALAN POST OFFICE JAMALUANG	75	4	70	1	0			4		70	1	4				70	1
6	LORONG DUA JAMALUANG	47		46		1	1			1	46			1			46	
7	LORONG SATU JAMALUANG	36		35	1	0					35	1					35	1
8	JALAN PAGAR JAMALUANG	83		83		0					83						83	
9	BATU 13 JLN KOTA TINGGI	9	6	2		1	1		7		2		6				2	1
10	KWSN POLIS	4	4			0			4				4					
11	JALAN SEKOLAH	2	2			0			2				2					
