kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALONG TIMOR	2313	1051	17	34	1211	1209	2	1946	314	17	36	1052	1		1	17	1242
2	JALONG BARAT	3718	65	3330	308	15	6	9	67	4	3330	317	65	1			3330	322
3	JALAN LINTANG	2007	129	1100	767	11	2	9	128	3	1100	776	129				1100	778
4	LINTANG ROAD BARAT	1261	43	1024	193	1		1	43		1024	194	43				1024	194
5	KAMPONG BAHAGIA	5080	1177	2143	1739	21	12	9	1181	8	2143	1748	1179				2143	1758
6	RIMBA PANJANG UTARA	2075	283	1545	240	7	1	6	281	3	1545	246	283				1545	247
7	KAMPONG MUHIBBAH	3327	1089	1004	1211	23	9	14	1092	6	1004	1225	1089	1			1004	1233
8	SIMPANG TIGA	4674	407	1636	2610	21	16	5	413	10	1636	2615	409	2	2	2	1636	2623
9	MAIN ROAD	888	41	762	85	0			41		762	85	41				762	85
10	MAHKAMAH	904	3	885	16	0			3		885	16	3				885	16
11	SUNGAI BULOH SELATAN	2487	29	2273	180	5	4	1	29	4	2273	181	29	1	1		2273	183
12	SUNGAI PELANG	879	74	16	786	3		3	74		16	789	74				16	789
