kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN HJ SHIBLI	5		5		0					5						5	
2	JALAN MERPATI	41	8	31		2	2		8	2	31		8	2			31	
3	MESJID RD	110	11	98		1	1		10	2	98		11	1			98	
4	PULAU MELAYU	678	583	73		22	22		567	38	73		583	15	2	5	73	
5	PERMASSURI RD	576	132	400		44	42	2	128	46	400	2	132	33		9	400	2
6	KG SG MERBAU	11	3	7		1	1		4		7		3	1			7	
7	KG WIRELESS	498	421	41		36	35	1	415	41	41	1	421	26	2	7	41	1
8	JALAN NORTH YU SENG	94	12	77		5	4	1	11	5	77	1	12	3		1	77	1
9	KG DAGANG	299	145	125		29	29		119	55	125		145	25		4	125	
10	JALAN PULAU MELAYU	20	5	10		5	4	1	4	5	10	1	5	2	1	1	10	1
