kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG ENTAWA	84	1	2		81	81		2	80	2		1	72	6	3	2	
2	KG KANAWIT	42				42	42			42				35	7			
3	KG TERONG	75		1		74	74		1	73	1			72	2		1	
4	KG BEDEGA BETONG	158	2	2		154	154		3	153	2		2	146	8		2	
5	KG MERANG	164	1	7		156	155	1	4	152	7	1	1	144	10	1	7	1
6	KG SEGENAM	122	1	4		117	117		2	116	4		1	111	6		4	
7	KG SERUIT (KRUIT)	127	2	1		124	124		1	125	1		2	122	2		1	
8	KG RAEH	101	4	2		95	95		10	89	2		4	88	7		2	
9	KG SOH (SOR)	103	1			102	102		3	100			1	98	4			
10	KG SG PALAH	7		7		0					7						7	
11	31ST-26 M K/SERIAN ROAD	427	2	413		12	12		4	10	413		2	1	11		413	
12	SG PALAH BAZAAR	18		18		0					18						18	
13	MERANG BAZAAR	6		6		0					6						6	
