kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BANDAR BARU MENGLEMBU	3810	34	3266	497	12	6	6	35	5	3266	503	34				3266	509
2	MENGLEMBU LAMA	3788	639	2942	193	14	4	10	643		2942	203	640			1	2942	205
3	AWANA	6974	100	6418	424	31	4	27	101	3	6418	451	100	1			6418	454
4	MENGLEMBU BARAT	3399	31	3200	161	7	2	5	30	3	3200	166	31	1			3200	167
5	MENGLEMBU SELATAN	3789	192	3141	444	12	2	10	193	1	3141	454	193				3141	455
6	BUKIT MERAH TIMOR	1131	1	1125	4	1		1	1		1125	5	1				1125	5
7	BUKIT MERAH BARAT	1321	4	1312	4	1		1	4		1312	5	4				1312	5
8	BUKIT MERAH TENGAH	1076		1071	4	1	1			1	1071	4					1071	5
9	BUKIT MERAH BARAT DAYA	1053	19	1024	7	3	2	1	20	1	1024	8	20				1024	9
10	BUKIT MERAH SELATAN	1038		1036	1	1	1			1	1036	1		1			1036	1
11	LAHAT	2364	257	1374	713	20	11	9	263	5	1374	722	257	2			1374	731
