kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	WAKIL POS PENGKALAN PEGOH	11	4	7		0			4		7		4				7	
2	KG PASIR	69	67	2		0			67		2		67				2	
3	PASAR MINGGU	73	68	2	2	1		1	68		2	3	68				2	3
4	KG PENGKALAN PEGOH	690	667	15	6	2	1	1	667	1	15	7	668				15	7
5	JLN TERKUKOR KG PENGKALAN PEGOH	172	171		1	0			171			1	171					1
6	JLN KENARI KG PENGKALAN PEGOH	53	53			0			53				53					
7	JLN MURAI KG PENGKALAN PEGOH	83	83			0			83				83					
8	JLN RAJAWALI KG PENGKALAN PEGOH	116	114			2		2	114			2	114					2
9	JLN TIONG KG PENGKALAN PEGOH	152	149	2		1		1	149		2	1	149				2	1
10	JLN MERPATI KG PENGKALAN PEGOH	7	6	1		0			6		1		6				1	
11	JLN MERAK KG PENGKALAN PEGOH	30	30			0			30				30					
12	JLN PUNGGOK KG PENGKALAN PEGOH	74	71	3		0			71		3		71				3	
13	JLN NURI KG PENGKALAN PEGOH	54	54			0			54				54					
14	JLN KAKAKTUA KG PENGKALAN PEGOH	10	10			0			10				10					
15	JLN MERBUK KG PENGKALAN PEGOH	42	42			0			42				42					
16	KG HULU PENGKALAN PEGOH LAHAT	2	2			0			2				2					
17	JLN BALAM KG PENGKALAN PEGOH	49	44	3		2	1	1	44	1	3	1	44				3	2
18	KG TERSUSUN PENG PEGOH	456	447	4	3	2	1	1	448		4	4	448				4	4
19	TAMAN DESA AMAN	1617	904	560	137	16	12	4	912	4	560	141	905				560	152
20	TAMAN PEGOH	388	131	223	33	1		1	131		223	34	131				223	34
21	TAMAN SERI MEGAH	236	113	93	29	1		1	113		93	30	113				93	30
22	TAMAN DESA PENGKALAN	496	230	198	59	9	1	8	230	1	198	67	230	1			198	67
23	JLN PENGKALAN ENAM PENG PEGOH	10	2	7	1	0			2		7	1	2				7	1
24	JLN PENGKALAN LAPAN PENG PEGOH	10	3	7		0			3		7		3				7	
25	KAW PERINDUSTRIAN PENGKALAN MAJU	12	1	10	1	0			1		10	1	1				10	1
26	TAMAN BERKAT	45	10	32	3	0			10		32	3	10				32	3
27	KINTA PERDANA	85	84	1		0			83	1	1		84				1	
28	HALAMAN PENGKALAN SENTOSA	141	114	5	21	1	1		115		5	21	114				5	22
29	JLN CEMPAKA KG TERSUSUN PENG PEGOH	31	29	1	1	0			29		1	1	29				1	1
30	DESA PENGKALAN MUTIARA	17	11	6		0			11		6		11				6	
31	DESA PENGKALAN BANDARAYA	301	283	6	11	1		1	282	1	6	12	283				6	12
32	TMN DESA PELANCONGAN III	41	31	2	7	1		1	31		2	8	31				2	8
33	KOMPLEKS RUMAH GURU PENGKALAN PEGOH	1	1			0			1				1					
34	PENGKALAN STATION	24	21	3		0			21		3		21				3	
35	DESA PENGKALAN TIMAH	302	244	20	36	2		2	244		20	38	244				20	38
801	PENGUNDI TIDAK HADIR	10	3	7		0			3		7		3				7	
