kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN BUDIMAN 1 TMN MAS	29	1	26	2	0			1		26	2	1				26	2
2	JLN ISMAIL	208	12	196		0			11	1	196		12				196	
3	TMN KHET LOONG	457	9	438	10	0			9		438	10	9				438	10
4	JLN LIMAU KASTURI TMN KHET LOONG	79	2	71	3	3	1	2	2	1	71	5	2	1			71	5
5	JLN LIMAU PURUT TMN KHET LOONG	83	3	76	4	0			3		76	4	3				76	4
6	TMN SG MAS	116	8	102	6	0			8		102	6	8				102	6
7	JLN BUDIMAN 4, TMN SG MAS	13		13		0					13						13	
8	JLN BUDIMAN 3, TMN SG EMAS	15		15		0					15						15	
9	JLN BUDIMAN 7, TMN SG EMAS	9	1	7	1	0			1		7	1	1				7	1
10	JLN BUDIMAN 2 , TMN SG EMAS	49	4	45		0			4		45		4				45	
11	JLN BUDIMAN , TMN SG. EMAS	44	7	30	2	5	2	3	9		30	5	8				30	6
12	JLN BUDIMAN 1 , TMN SUNGAI EMAS	73	6	60	7	0			6		60	7	6				60	7
13	JLN BUDIMAN 5 , TMN SUNGAI EMAS	37	2	35		0			2		35		2				35	
14	JLN ZAMRUD TMN SG EMAS	12		8	4	0					8	4					8	4
15	JLN BUDIMAN 6 TMN SG EMAS	12		10	2	0					10	2					10	2
