kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUAR JAWA	1068	892	174		2	1	1	889	4	174	1	892	1			174	1
2	KUBANG JAWI	2651	2421	226	1	3		3	2417	4	226	4	2421				226	4
3	KUBANG JAMBU	1287	1172	113		2	1	1	1170	3	113	1	1172				113	2
4	KUBANG ROTAN	2425	2016	394	6	9	2	7	2015	3	394	13	2016				394	15
5	SEBERANG KOTA	2017	1991	15	3	8	4	4	1986	9	15	7	1992		1		15	9
6	KAMPUNG BAHRU	861	850	9	1	1		1	850		9	2	850				9	2
7	PEKAN KUALA KEDAH	1626	1032	558	27	9	1	8	1018	15	558	35	1032	1			558	35
8	TAMAN SRI PUTRA	3444	2317	1088	13	26	8	18	2321	4	1088	31	2319	2	1		1088	34
9	KAMPUNG TENGAH	2731	2666	46	10	9	2	7	2661	7	46	17	2666	1			46	18
10	KAMPUNG BALAI	2479	2199	250	21	9	4	5	2195	8	250	26	2199				250	30
11	KUBANG PANGGAS	1332	1304	24	3	1	1		1298	7	24	3	1304				24	4
12	TELOK CHENGAI	3952	2873	1005	61	13	3	10	2866	10	1005	71	2873				1005	74
13	TAMAN SERI AMPANG	2209	581	1519	52	57	2	55	581	2	1519	107	582				1519	108
14	TAMAN PELANGI	2955	1523	1361	46	25	1	24	1521	3	1361	70	1523	1			1361	70
15	PEREMBA	1096	508	552	35	1	1		508	1	552	35	508				552	36
16	TAMAN SULTAN BADLISHAH	2905	1152	1700	46	7		7	1148	4	1700	53	1152				1700	53
17	TAMAN MALEK	1215	650	541	20	4	3	1	649	4	541	21	651				541	23
