kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LORONG 15	68		43	25	0					43	25					43	25
2	LORONG 16	87		82	5	0					82	5					82	5
3	LORONG 17	37		25	12	0					25	12					25	12
4	LORONG 18	63	1	41	21	0			1		41	21	1				41	21
5	LORONG 19	25		25		0					25						25	
6	LORONG 20	86	1	72	12	1		1	1		72	13	1				72	13
7	LORONG 21	59		53	6	0					53	6					53	6
8	LORONG 22	157		126	31	0					126	31					126	31
9	LORONG 23	119		108	11	0					108	11					108	11
10	LORONG 24	38		38		0					38						38	
11	LORONG 25	78		70	8	0					70	8					70	8
12	LORONG 26	45		35	10	0					35	10					35	10
13	LORONG 27	29		21	1	7		7			21	8					21	8
14	JALAN QUEENS	84		80	4	0					80	4					80	4
15	JALAN EDINBURGH (JLN RAJA MUDA)	159		143	16	0					143	16					143	16
16	LORONG PADANG	78		63	15	0					63	15					63	15
17	JALAN SULTAN	137	11	88	36	2		2	11		88	38	11				88	38
18	LORONG 52	52		50	2	0					50	2					50	2
19	LORONG 21	27		21	6	0					21	6					21	6
20	LORONG 51	10		10		0					10						10	
