kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	ULU PEDAS	596	93	151	351	1		1	92	1	151	352	93				151	352
2	SEPRI	791	776			15	7	8	779	4		8	776	1				14
3	KAMPONG RENDAH	1214	994	3	5	212	212		1023	183	3	5	994	1		2	3	214
4	KAMPONG SENAMA ULU	857	829	12	13	3	3		831	1	12	13	829	2			12	14
5	CHEMBONG	2798	2188	160	411	39	18	21	2187	19	160	432	2188	6		3	160	441
6	PEKAN PEDAS	2395	1282	433	675	5	2	3	1281	3	433	678	1282	1			433	679
7	KAMPONG PEDAS TENGAH	1946	1759	58	104	25	8	17	1761	6	58	121	1760	1	1		58	126
8	PEKAN REMBAU	3386	2777	402	175	32	6	26	2775	8	402	201	2777	2			402	205
9	BATU HAMPAR	709	574	95	36	4	2	2	574	2	95	38	575				95	39
10	MAMPONG	752	746		4	2		2	745	1		6	746					6
11	PILIN	955	934	3	14	4	1	3	933	2	3	17	934				3	18
12	KUNDOR	1717	1683	7	17	10	2	8	1683	2	7	25	1683	1			7	26
