kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PEKAN PADANG SERAI	1984	659	903	415	7	2	5	653	8	903	420	660				903	421
2	JALAN BALING	1326	439	684	200	3	2	1	436	5	684	201	439	1			684	202
3	JALAN LUNAS	914	629	88	193	4		4	628	1	88	197	629				88	197
4	HENRIETTA	2948	1478	678	775	17	6	11	1481	3	678	786	1478	1	1	1	678	789
5	VICTORIA	1318	99	211	1008	0			98	1	211	1008	99				211	1008
6	NAGA LILIT	1926	1806	13	105	2	1	1	1805	2	13	106	1806				13	107
7	SUNGAI SELUANG	4668	2995	860	791	22	7	15	2991	11	860	806	2995	2	2		860	809
8	BATU ENAM	2191	795	946	439	11	3	8	794	4	946	447	796	1			946	448
9	KAMPUNG BARU LUNAS	1033	250	640	135	8	4	4	251	3	640	139	251	1	2		640	139
10	PEKAN LUNAS	1481	363	842	271	5		5	363		842	276	363				842	276
11	TAMAN SEJAHTERA	2549	1208	783	542	16	5	11	1213		783	553	1210	1			783	555
12	PAYA BESAR	4087	1320	413	2344	10	4	6	1321	3	413	2350	1320	1			413	2353
13	TAMAN LOBAK	4513	2004	320	2169	20	4	16	2002	6	320	2185	2004				320	2189
14	SUNGAI LIMAU	1254	968	129	147	10	2	8	970		129	155	969	1			129	155
15	KAMPUNG KELADI	2849	2508	150	173	18	4	14	2508	4	150	187	2508	2			150	189
16	TAMAN SELASIH	5136	2597	1691	825	23	3	20	2599	1	1691	845	2597	1		2	1691	845
17	SIMPANG TIGA KELADI	1687	633	704	335	15	3	12	634	2	704	347	633		1		704	349
18	KAMPUNG DUSUN	949	420	374	155	0			420		374	155	420				374	155
19	KELANG SAGO	1527	127	1326	73	1		1	126	1	1326	74	127				1326	74
20	BANDAR PUTRA	3012	1188	1394	410	20	5	15	1191	2	1394	425	1189		1		1394	428
21	TAMAN ANGSANA	1818	1129	474	198	17	4	13	1131	2	474	211	1129				474	215
22	TAMAN SEMARAK	1166	514	455	192	5	2	3	514	2	455	195	514				455	197
