kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RANGGAU	298	290			8	7	1	288	9		1	290	6		1		1
2	SEBUKANG	2796	1825	549		422	416	6	1815	426	549	6	1825	309	13	94	549	6
3	TABAHAN	1728	1581	86		61	59	2	1584	56	86	2	1581	44	2	13	86	2
4	BANGKITA	1827	1008	545		274	270	4	988	290	545	4	1008	176	19	75	545	4
5	LIMBANG	2218	97	1978		143	138	5	95	140	1978	5	97	97	5	36	1978	5
6	POYAN	1683	746	742		195	189	6	757	178	742	6	746	150	4	35	742	6
7	BUKIT KOTA	1321	1146	139		36	34	2	1154	26	139	2	1146	25	4	5	139	2
8	PENDAM	992	978	3		11	11		980	9	3		978	9	1	1	3	
9	TELAHAK	1316	1094	7		215	215		1101	208	7		1094	211	1	3	7	
10	BERAWAN	2878	1547	402		929	926	3	1566	907	402	3	1547	812	7	107	402	3
