kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PADANG SERA	842	441	375	1	25	5	20	441	5	375	21	441				375	26
2	KAMPUNG MELELE	2726	2105	116	2	503	42	461	2104	43	116	463	2105				116	505
3	KAMPUNG PUTAT	1597	1450	94		53	6	47	1450	6	94	47	1450				94	53
4	KAMPUNG IMAM	1270	1253	14		3	3		1253	3	14		1253	2			14	1
5	TELAGA BATU	1580	1533	45	1	1	1		1530	4	45	1	1534				45	1
6	PADANG PERAHU	1404	1368	24	3	9	4	5	1368	4	24	8	1369	1	1		24	9
7	KAMPUNG PIDA	1776	1764	9		3	1	2	1762	3	9	2	1764				9	3
8	KAMPUNG GURINDAM	1397	1396			1	1		1395	2			1396					1
9	ALOR BIAK	2015	1854	156	3	2	1	1	1851	4	156	4	1854				156	5
10	KUBANG SEPAT	1486	1371	111	1	3	3		1364	10	111	1	1371		1		111	3
11	LANA BULU	2398	2198	119	2	79	13	66	2198	13	119	68	2199		1		119	79
12	PERMATANG PAKU	1840	1810	23		7	1	6	1806	5	23	6	1810				23	7
13	MATANG BONGLAI	1797	1758	38		1	1		1755	4	38		1758				38	1
14	JERLUN	1984	1685	294	1	4	1	3	1681	5	294	4	1685		1		294	4
15	LUBOK PINANG	1700	1485	198	1	16	6	10	1484	7	198	11	1485	1	1		198	15
16	PEKAN AYER HITAM	2001	1472	512	10	7	3	4	1469	6	512	14	1473	1			512	15
17	KAMPUNG GANDAI	1361	1346	14		1		1	1339	7	14	1	1346				14	1
18	KUBANG NIPAH	1414	1392	18	2	2	1	1	1393		18	3	1392				18	4
