kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	ARMANEE KONDO	176	80	72	20	4	3	1	81	2	72	21	80		2		72	22
2	PARK AVENUE KONDO	59	38	6	13	2		2	38		6	15	38				6	15
3	R/PANGSA RAMPAI IDAMAN	102	88	2	10	2	1	1	89		2	11	88				2	12
4	TMN DESA RIANG PJU 10	28	24		2	2		2	24			4	24					4
5	PRIMA DAMANSARA PJU 10	300	145	107	36	12	5	7	150		107	43	145	1			107	47
6	BLOK IDAMAN	1134	856	91	137	50	20	30	873	3	91	167	857	2	1		91	183
7	BLOK LESTARI	600	314	172	95	19	5	14	317	2	172	109	314				172	114
8	BLOK SAUJANA	402	182	142	63	15	8	7	188	2	142	70	182			1	142	77
9	BLOK VISTA	117	53	40	19	5	1	4	53	1	40	23	53				40	24
10	BLOK SELASIH	45	17	24	2	2		2	17		24	4	17				24	4
11	BLOK INDAH	167	85	49	31	2	1	1	86		49	32	86				49	32
12	SUTERA DAMANSARA	122	19	97	5	1		1	19		97	6	19				97	6
