kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUBOR PANJANG	2581	2307	138	3	133	19	114	2304	22	138	117	2307				138	136
2	KAMPUNG PERUPOK	2088	1676	38	2	372	39	333	1676	39	38	335	1676		1		38	373
3	KAMPUNG CHINA	1634	696	76	7	854	118	736	692	122	76	743	696				76	861
4	PADANG DURIAN	1107	1077	2		28	6	22	1074	9	2	22	1077				2	28
5	POKOK ASSAM	1248	1245			3		3	1242	3		3	1245					3
6	KAMPUNG BELAT	2306	1996	66	1	243	15	228	1994	17	66	229	1996				66	244
7	PAYA RAWA	1635	1632	1	1	1		1	1628	4	1	2	1632				1	2
8	KAMPUNG BECHAH	1395	1392	1		2		2	1388	4	1	2	1392				1	2
9	TITI AKAR	968	25	36	5	902	123	779	22	126	36	784	25		1		36	906
10	SUNGAI TIANG BLOK B	1659	1634	2	2	21	2	19	1626	10	2	21	1634				2	23
11	SUNGAI TIANG BLOK A	1595	1590	1	2	2		2	1586	4	1	4	1590				1	4
12	KAMPUNG MAHAWANGSA PENDANG	255	167	5	1	82	6	76	166	7	5	77	167				5	83
13	KAMPUNG BAHRU	2851	2236	28	2	585	107	478	2234	109	28	480	2236	1			28	586
14	SAWA KECHIL	1263	1254		1	8		8	1251	3		9	1254					9
15	PADANG PUSING	2441	1926	76	2	437	56	381	1924	58	76	383	1926				76	439
16	AYER PUTEH	2495	2476	9	1	8	3	5	2477	2	9	6	2476	1			9	8
17	BUKIT JAMBOL	1990	1870	108	5	7	2	5	1866	6	108	10	1870	1			108	11
18	JUNUN	2377	2108	226	38	5	2	3	2107	3	226	41	2108		1		226	42
19	TANJONG SETOL	1473	1302	23	145	3	1	2	1300	3	23	147	1302				23	148
20	BUKIT GENTING	1029	984	5	37	3	1	2	984	1	5	39	984				5	40
21	POKOK TAI	1466	1406		58	2	1	1	1405	2		59	1407					59
22	PAYA MAK INSON	1712	1264	48	7	393	87	306	1266	85	48	313	1265	1			48	398
23	PAYA MENGKUANG	933	930		1	2		2	930			3	930					3
