kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SEKSYEN 21 TIMUR	2581	282	2141	129	29	7	22	286	3	2141	151	282		1		2141	157
2	SEKSYEN 20 UTARA	3051	66	2829	129	27	1	26	64	3	2829	155	66	1			2829	155
3	SEKSYEN 20 SELATAN	1744	50	1507	146	41	2	39	51	1	1507	185	50			1	1507	186
4	SEKSYEN 22	1815	488	1033	261	33	2	31	489	1	1033	292	488	1			1033	293
5	KAMPUNG TUNKU UTARA	2294	781	1248	217	47	8	39	785	4	1248	256	782	2	1		1248	260
6	KAMPUNG TUNKU SELATAN	3094	1039	1273	659	123	7	116	1041	5	1273	775	1039	2	1		1273	779
7	SS 3 UTARA	2887	1369	1123	342	53	11	42	1375	5	1123	384	1370	2	1		1123	391
8	SS 3 BARAT	2664	783	1140	633	108	6	102	781	8	1140	735	784	1			1140	739
9	SS 3 TIMUR	3235	204	2380	571	80	7	73	204	7	2380	644	204	3	1		2380	647
10	SUNGAI WAY UTARA	3520	561	2633	289	37	14	23	570	5	2633	312	561	2	1		2633	323
11	SUNGAI WAY TENGAH DUA	1169	131	927	96	15	9	6	138	2	927	102	131				927	111
12	SUNGAI WAY TENGAH SATU	983	55	865	53	10	3	7	56	2	865	60	55				865	63
13	SUNGAI WAY SELATAN DUA	792	54	688	42	8	6	2	60		688	44	55		1		688	48
14	SUNGAI WAY SELATAN SATU	1547	194	1204	110	39	30	9	207	17	1204	119	201	8	5	1	1204	128
15	SS 2 UTARA	4333	151	4046	109	27	7	20	151	7	4046	129	152		1	1	4046	133
16	SS 2 TENGAH	6368	450	5622	230	66	31	35	460	21	5622	265	452	4	5	2	5622	283
17	SS 2 SELATAN	4651	249	4213	134	55	8	47	251	6	4213	181	251	2			4213	185
18	SEKSYEN 21 BARAT	1873	36	1729	82	26	3	23	37	2	1729	105	36	1			1729	107
