kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BANDAR MASAI UTARA	1716	1018	383	174	141	102	39	1087	33	383	213	1022	32	3	1	383	275
2	BANDAR MASAI TENGAH	1441	520	662	153	106	84	22	589	15	662	175	522	12	3		662	242
3	BANDAR MASAI SELATAN	1820	448	715	258	399	327	72	717	58	715	330	462	51	3		715	589
4	PERMAS	3189	1245	1387	492	65	32	33	1265	12	1387	525	1245	5	1	1	1387	550
5	PERMAS JAYA	3436	569	2492	341	34	9	25	571	7	2492	366	569	5	2		2492	368
6	SENIBONG	2758	463	2149	112	34	15	19	465	13	2149	131	464	2	5	2	2149	136
7	TAMAN KOTA PUTERI	3521	1376	768	964	413	356	57	1399	333	768	1021	1385	315	9	1	768	1043
8	KAMPONG TELOK JAWA	1396	475	548	235	138	108	30	508	75	548	265	475	20	2	1	548	350
9	RINTING CENDANA	3280	1415	841	893	131	91	40	1491	15	841	933	1416	12	4		841	1007
10	TAMAN MAWAR	4087	3158	215	482	232	129	103	3258	29	215	585	3166	31	7	2	215	666
11	PASIR GUDANG	4608	3872	42	408	286	186	100	4040	18	42	508	3892	29	8		42	637
12	PELABUHAN PASIR GUDANG	1272	1081	43	134	14	9	5	1085	5	43	139	1081	1	2		43	145
13	TAMAN AIR BIRU	2510	2030	103	331	46	23	23	2044	9	103	354	2031	9	2		103	365
14	RUMAH PANGSA PKENJ	4733	3490	156	954	132	88	44	3543	35	156	998	3493	26	8	2	156	1047
15	PERMAS 2	2993	1454	1028	460	51	34	17	1476	12	1028	477	1454	11	4		1028	496
16	TAMAN MEGAH RIA	3569	1006	1879	401	283	260	23	1055	211	1879	424	1009	200	9	5	1879	467
17	RINTING MERANTI	2400	1436	285	282	397	213	184	1638	11	285	466	1438	10	1		285	666
18	RINTING BALAU	3263	1270	1330	439	224	148	76	1317	101	1330	515	1271	92	5	1	1330	564
19	NUSA DAMAI	1510	1094	157	215	44	31	13	1109	16	157	228	1095	16	3	1	157	238
20	TAMAN BUKIT DAHLIA	1788	1536	41	112	99	71	28	1572	35	41	140	1540	35	2	3	41	167
21	BANDAR BARU PERMAS JAYA	2426	955	1179	215	77	54	23	975	34	1179	238	960	11	9	1	1179	266
22	KAMPONG PLENTONG BARU	1418	734	343	194	147	8	139	738	4	343	333	736	1	1		343	337
23	TAMAN SCIENTEX	3959	2786	345	436	392	285	107	2897	174	345	543	2792	161	17	4	345	640
