kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
36	PENGKALAN BAHARU	18076	12270	3834	1919	53	25	28	12266	29	3834	1947	12273	12	3		3834	1954
37	PANTAI REMIS	32346	4877	21722	5670	77	23	54	4868	32	21722	5724	4879	5	2		21722	5738
38	ASTAKA	29372	3684	21713	3737	238	167	71	3785	66	21713	3808	3687	36	8	5	21713	3923
