kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BANGGOL CHICHA	3583	3573	2		8	5	3	3571	7	2	3	3573				2	8
2	MERANTI	2642	2630	1	2	9	5	4	2622	13	1	6	2632				1	9
3	BAKONG	1448	1445			3	3		1429	19			1446					2
4	MERANTI KECHIL	1429	1428		1	0			1417	11		1	1428					1
5	POHON BULOH	2586	2582			4	2	2	2573	11		2	2582					4
6	KAMPUNG LALANG	1005	1003			2		2	999	4		2	1003					2
7	POHON TANJONG	1927	1917	3		7		7	1899	18	3	7	1917				3	7
8	KAMPUNG SIRAM	1332	1323	3		5	2	3	1314	11	3	3	1323	1			3	4
9	JEJAWI	1029	1026		1	2		2	1023	3		3	1026					3
10	BANGGOL SETOL	2009	2009			0			2002	7			2009					
11	TOK SANGKUT	1096	993	9	2	92	12	80	992	13	9	82	993				9	94
12	TASEK BERANGAN	1413	1409	2		2	1	1	1400	10	2	1	1409				2	2
