kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG TASEK	148	136	11		1		1	136		11	1	136				11	1
2	KG PARIT GANTONG	207	207			0			207				207					
3	PARIT HAILAM	24	2	22		0			2		22		2				22	
4	KG PARIT PENGHULU (SG RAMBAI)	571	546	21	3	1		1	546		21	4	546				21	4
5	KG PARIT PERAWAS	764	611	151		2	1	1	610	2	151	1	611				151	2
6	PARIT SIDANG SEMAN	156	152	2		2		2	152		2	2	152				2	2
7	PAYA RAMBUT	25	24			1		1	23	1		1	24					1
8	KG TELOK GONG	9	9			0			9				9					
9	JLN GHAFAR	156	41	115		0			41		115		41				115	
10	PARIT PENGHULU BENTENG	303	261	41		1		1	261		41	1	261				41	1
11	JLN RELA HAJI IDRIS BENTENG	9	7	2		0			7		2		7				2	
12	TMN SERI SURIA	93	93			0			93				93					
13	TMN TASIK PERMAI	42	39	3		0			39		3		39				3	
