kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LUBOK SIPAT	1212	1017	190	2	3		3	1013	4	190	5	1017				190	5
2	PERMATANG SEPAM	1051	903	140	1	7	1	6	903	1	140	7	903	1			140	7
3	PARIT BETAK	872	800	66		6		6	800		66	6	800				66	6
4	PERMATANG DUKU	1334	1164	153		17		17	1161	3	153	17	1164				153	17
5	PARIT MANSOR	1684	1565	108	1	10		10	1561	4	108	11	1565				108	11
6	PARIT ISMAIL	1744	1509	212		23	2	21	1509	2	212	21	1509	1			212	22
7	SRI JAWA	1525	1391	119	1	14		14	1391		119	15	1391				119	15
8	PARIT SATU	865	839	20	2	4		4	838	1	20	6	839				20	6
9	SANGLANG	2155	1594	535		26	2	24	1594	2	535	24	1594				535	26
10	SIMPANG JAWA	2403	1802	558	7	35	14	21	1810	6	558	28	1802	1	1		558	40
11	BENUT	992	826	159	1	6		6	822	4	159	7	826				159	7
12	BANDAR BENUT UTARA	1908	1257	603	11	37	5	32	1258	4	603	43	1258				603	47
13	BANDAR BENUT SELATAN	655	206	435	7	7	2	5	207	1	435	12	206				435	14
14	PARIT ABDUL RAHMAN	1555	1313	219	6	17	3	14	1314	2	219	20	1313				219	23
15	TAMPOK	939	753	165	3	18	2	16	751	4	165	19	754		1		165	19
