kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KUHARA	3508	615	2364	20	509	361	148	854	122	2364	168	616	14		1	2364	513
2	SIN ON	3901	167	3457	7	269	229	40	301	95	3457	47	168	4			3457	271
3	FAJAR	2591	395	1861	7	328	246	82	566	75	1861	89	395	11			1861	324
4	SABINDO	2329	772	881	30	645	588	57	1162	198	881	87	784	51	23	4	881	585
5	KABOTA	1086	186	725	4	171	139	32	296	29	725	36	187		1		725	173
6	BATU 3	3581	781	2113	13	673	526	147	1211	96	2113	160	781	9	1	4	2113	672
7	DA HUA	2171	239	1732	6	194	159	35	341	57	1732	41	240	5		1	1732	193
8	KAPITAL	901	47	810	5	39	27	12	58	16	810	17	47	3			810	41
9	JALAN CHESTER	3407	603	2208	13	583	471	112	970	104	2208	125	604	7		1	2208	587
10	TAKADA	2925	1421	754	16	734	409	325	1754	76	754	341	1422	10	1	5	754	733
