kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BATU 10 JALAN LABUK	451	94	171		186	153	33	221	26	171	33	96	3			171	181
2	BATU 11 JALAN LABUK	286	65	121		100	69	31	122	12	121	31	65	2			121	98
3	BATU 12 JALAN LABUK	840	208	233		399	365	34	524	49	233	34	208	6		1	233	392
4	LADANG SANDAK	214	90	11	1	112	84	28	160	14	11	29	90	3			11	110
5	KG PAMPANG	114	19			95	30	65	47	2		65	19					95
6	KG NELAYAN TENGAH	130	33	1		96	64	32	96	1	1	32	33				1	96
7	SIBUGA BESAR	537	71	10		456	253	203	315	9	10	203	71	5			10	451
8	SUNGAI BATANG	685	221	22	1	441	311	130	505	27	22	131	221	6		1	22	435
9	KG SENTOSA	126	39			87	76	11	114	1		11	39	4		1		82
705	BATALION 20 PGA	589	383	29	12	165	162	3	364	181	29	15	409	63	36	6	29	46
