kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BELIBIS PERLING	3460	1272	1883	267	38	17	21	1278	11	1883	288	1272	3	2		1883	300
2	SRI JAYA	2809	2285	335	128	61	37	24	2293	29	335	152	2289	15	7	2	335	161
3	KAMPONG PASIR	3409	3222	57	34	95	41	54	3230	33	57	88	3226	16	4		57	105
4	PENGKALAN RINTING	1778	1638	32	23	85	30	55	1655	13	32	78	1645	8			32	93
5	SKUDAI KIRI	2691	2360	174	59	97	30	67	2379	10	174	127	2368	5	3		174	140
6	SUNGAI DANGA	1348	828	223	78	219	201	18	876	153	223	96	830	2	5		223	288
7	TAMAN SUTERA	2183	473	1479	213	18	4	14	472	5	1479	227	473	1			1479	230
8	BUKIT SERENE	1558	151	1320	80	7	3	4	149	5	1320	84	151	2	1		1320	84
9	TAROM	1086	598	281	187	20	1	19	596	3	281	206	598				281	207
10	NONG CHIK	1697	1078	370	221	28	2	26	1078	2	370	247	1078		1		370	248
11	TAMBATAN	2078	988	792	286	12	1	11	986	3	792	297	988				792	298
12	GERTAK MERAH	1711	1095	307	272	37	7	30	1093	9	307	302	1095				307	309
13	KAMPONG BAHRU	783	358	173	233	19	2	17	356	4	173	250	358	1			173	251
14	YAHYA AWAL	1766	1232	280	197	57	36	21	1249	19	280	218	1239	5	2		280	240
15	NGEE HENG	1271	504	561	177	29	6	23	503	7	561	200	505	2			561	203
16	AYER MOLEK	1032	263	622	129	18	12	6	267	8	622	135	266	3	1	1	622	139
17	KAMPONG PAHANG	648	136	415	91	6	2	4	136	2	415	95	136	1	1		415	95
18	BANDAR	1940	718	902	199	121	114	7	734	98	902	206	726	29	7	3	902	273
19	CAMAR PERLING	3290	1822	1152	270	46	25	21	1831	16	1152	291	1825	3	2	3	1152	305
20	PEKAKA PERLING	2605	2031	390	84	100	18	82	2037	12	390	166	2031	5	2		390	177
21	RAWA PERLING	3687	746	2542	346	53	8	45	746	8	2542	391	747	1	1		2542	396
22	BUKIT INDAH	7113	349	5378	1353	33	19	14	354	14	5378	1367	351	6	2	1	5378	1375
23	NUSA INDAH	5148	438	3915	740	55	26	29	439	25	3915	769	441	11	2	1	3915	778
24	TAMPOI INDAH	2712	545	1342	752	73	26	47	554	17	1342	799	546	8	2		1342	814
25	SIMBANG PERLING	2684	1207	1205	245	26	7	19	1210	4	1205	264	1209		1		1205	268
26	UDA BESTARI	2408	768	1206	375	59	49	10	787	30	1206	385	774	9	6	4	1206	409
