kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SRI PUDAK	932	928	1	1	2	2		927	3	1	1	929	1			1	1
2	KEPALA BUKIT	1839	1832	1	4	2	1	1	1831	2	1	5	1832				1	6
3	KAMPUNG PENYAROM	979	977			2	1	1	973	5		1	977					2
4	TANAH MERAH	1207	908	281	12	6	2	4	910		281	16	909				281	17
5	KAMPUNG RAMBAI	1958	1925	30	1	2	1	1	1922	4	30	2	1925				30	3
6	KUBANG JELAI	2001	1725	271	2	3	1	2	1722	4	271	4	1725				271	5
7	PEKAN TOKAI	2473	1530	928	7	8	1	7	1528	3	928	14	1530				928	15
8	KAMPUNG PULAI	799	798	1		0			796	2	1		798				1	
9	ALOR BESAR	767	747	15	3	2	1	1	745	3	15	4	747				15	5
10	KOBAH	1883	1696	180	1	6	2	4	1696	2	180	5	1696	1			180	6
11	TEMPOYAK	245	243	2		0			243		2		243				2	
12	SEBRANG PENDANG	2862	2006	794	35	27	12	15	2002	16	794	50	2006	5	2		794	55
13	PEKAN PENDANG	1110	940	155	12	3		3	937	3	155	15	940				155	15
14	BUKIT RAYA	2248	2230	15	1	2	2		2229	3	15	1	2230				15	3
15	BANGGOL BESI	1924	1919	2	1	2	2		1919	2	2	1	1919	1			2	2
16	GUAR KEPAYANG	2627	2620	3	1	3	2	1	2616	6	3	2	2621				3	3
17	CHEROK KUDONG	1371	1368	1	1	1		1	1365	3	1	2	1368				1	2
18	GAJAH MATI	2302	2284	7		11	3	8	2280	7	7	8	2284				7	11
19	MANGGOL PETAI	3352	3088	231	5	28	4	24	3088	4	231	29	3088				231	33
20	PAYA KELUBI	1575	1563	9	1	2		2	1561	2	9	3	1563				9	3
21	BATU MANUNGGUL	1912	1897	8	2	5	3	2	1898	2	8	4	1897	1			8	6
