kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG KAWANG	170	149	6		15	15		159	5	6		149	9	1	5	6	
2	KG SATAP	354	322	13		19	19		328	13	13		322	12		7	13	
3	KG SEPURAU	121	109	2		10	10		117	2	2		109	6		4	2	
4	KG PADANG	34	32			2	2		32	2			32	2				
5	KG UPAK	78	72			6	6		74	4			72	3	2	1		
6	KG LEMBONG	3	3			0			3				3					
7	KG NUSAH	36	34			2	2		36				34	2				
8	KG SUBAK	373	334	1		38	37	1	357	14	1	1	334	32	2	3	1	1
9	KG KEJAPIL	224	190	2		32	32		206	16	2		190	27		5	2	
10	KG KELURU	346	312	1		33	31	2	340	3	1	2	312	27		4	1	2
11	KG TENGAH KEJAPIL	20	18			2	2		20				18	2				
