kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SERTING ULU	845	832	2	6	5		5	829	3	2	11	832				2	11
2	KAMPONG SERTING TENGAH	1162	1147	6	1	8	2	6	1148	1	6	7	1147	1			6	8
3	KAMPUNG SERTING ILIR	2179	2009	15	127	28	3	25	2006	6	15	152	2009		2		15	153
4	LUBOK GADONG	215	25	146	44	0			25		146	44	25				146	44
5	MAHSAN JAYA	2204	290	1348	554	12	7	5	291	6	1348	559	290				1348	566
6	FELDA RAJA ALIAS	4532	4494		26	12	3	9	4492	5		35	4495	1				36
7	BANDAR BARU SERTING ILIR	4715	4209	69	417	20	13	7	4217	5	69	424	4211	5	1	1	69	428
8	KAMPONG GEDDES	326	2	304	19	1		1	2		304	20	2				304	20
9	KAMPONG GEDDES TENGAH	1491	30	1046	390	25	24	1	31	23	1046	391	30	1			1046	414
10	LADANG SUNGAI SEBALING	188	21	15	151	1		1	21		15	152	21				15	152
11	BANDAR SERI JEMPOL	4289	4101	13	112	63	21	42	4105	17	13	154	4102	7	3		13	164
