kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MUADZAM SHAH	4020	3760	60	21	179	45	134	3761	44	60	155	3760	2			60	198
2	BUKIT RIDAN	323	298	3	5	17	7	10	298	7	3	15	298				3	22
3	FELDA KERATONG 10	1578	1419		6	153	152	1	1436	135		7	1419					159
4	FELDA KERATONG 9	2077	2044	1	28	4	1	3	2041	4	1	31	2044	1			1	31
5	FELDA KERATONG 8	1716	1634		75	7	5	2	1637	2		77	1634	1	1	1		79
6	KEDAIK	1279	25	32	1	1221	1220	1	162	1083	32	2	25	2	1		32	1219
7	GADING	1266	550	11	3	702	685	17	597	638	11	20	550	3	1		11	701
8	LEBAN CHONDONG	1577	1369	19	6	183	179	4	1392	156	19	10	1369	1		1	19	187
9	FELDA KERATONG 6	1764	1721	1	27	15	13	2	1722	12	1	29	1721				1	42
10	CHENDERAWASIH	408	291	22	66	29		29	289	2	22	95	291				22	95
11	FELDA SELANCAR	2608	2549	9	46	4	4		2545	8	9	46	2549	1			9	49
12	FELDA SELANCAR 3	1590	1571		15	4		4	1567	4		19	1571					19
