kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI LUI	995	441	263	26	265	264	1	496	209	263	27	441				263	291
2	LUI TIMUR	2066	1791	71	196	7	1	6	1787	5	71	202	1791				71	203
3	LUI MUDA	949	880	21	47	1		1	880		21	48	880				21	48
4	LUI SELATAN	2116	2064	3	45	4	1	3	2063	2	3	48	2064	1			3	48
5	PULAPOL AYER HITAM	1617	1345	18	49	205	198	7	819	724	18	56	1356	31	5	2	18	205
6	LADANG AYER HITAM	306	51	30	223	2	1	1	51	1	30	224	51				30	225
7	KAMPONG BAHRU AYER HITAM	1717	910	515	285	7	1	6	909	2	515	291	910				515	292
8	LUI BARAT	901	895		5	1	1		895	1		5	895	1				5
9	PASOH 3	2216	2208	1	6	1	1		2206	3	1	6	2208				1	7
10	PASOH 2	1656	1650		5	1		1	1648	2		6	1650					6
11	KAMPUNG SERAMPANG INDAH	1200	244	9	433	514	508	6	314	438	9	439	244	1			9	946
