kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	FELDA MEMPAGA 2	900	889		5	6		6	889			11	889					11
2	FELDA MEMPAGA 3	1608	1520		6	82	78	4	1533	65		10	1524	32	16			36
3	FELDA MEMPAGA 1	2094	2072	4	9	9	6	3	2074	4	4	12	2073	2			4	15
4	SUNGAI DUA	1003	32	802	8	161	160	1	47	145	802	9	32	2			802	167
5	JANDA BAIK	1236	1105	7	2	122	88	34	1111	82	7	36	1105	1			7	123
6	BUKIT TINGGI	1323	209	1029	13	72	65	7	212	62	1029	20	209	3	1	1	1029	80
7	SRI LAYANG	293	202	65	14	12	9	3	206	5	65	17	202	2			65	24
8	GENTING HIGHLANDS	1382	331	917	97	37	21	16	335	17	917	113	332	4	7		917	122
9	BENUS	3322	2301	522	294	205	194	11	2318	177	522	305	2301	1			522	498
10	KETARI	3349	1200	1655	453	41	18	23	1204	14	1655	476	1200	2			1655	492
11	PERTING	4001	3	3986	4	8	3	5	2	4	3986	9	3		1		3986	11
12	KAMPUNG BAHARU	1514	968	458	76	12	4	8	969	3	458	84	968	1			458	87
13	SUNGAI MARONG	1481	314	1037	118	12	6	6	315	5	1037	124	314				1037	130
