kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	REPOK ROAD	2556	249	2035		272	270	2	261	258	2035	2	249	243	19	8	2035	2
2	HUA TAI GARDEN	431	31	364		36	35	1	35	31	364	1	31	33	1	1	364	1
3	FRIENDSHIP ROAD	249	18	217		14	14		17	15	217		18	12	2		217	
4	NEW CENTURY GARDEN	268	119	107		42	42		126	35	107		119	41	1		107	
5	JALAN CHUNG NIK	129	18	83		28	28		19	27	83		18	28			83	
6	JALAN BIDANG	73	13	60		0			13		60		13				60	
7	JALAN CHENGAL	115	32	61		22	22		28	26	61		32	20		2	61	
8	JALAN REJANG	254	72	127		55	55		71	56	127		72	52	1	2	127	
9	JALAN ORCHID	242	60	144		38	37	1	65	32	144	1	60	35		2	144	1
10	JALAN TUNG YEE	364	35	261		68	68		38	65	261		35	56	6	6	261	
11	JALAN PUNAI	23	2	16		5	5		2	5	16		2	4	1		16	
12	SUNNY SPRING GARDEN	37		30		7	7			7	30			6		1	30	
13	RANYON ROAD	101	16	75		10	10		16	10	75		16	9		1	75	
