kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	PARIT BUGIS	96	94	2		0			93	1	2		94				2	
2	PARIT DUA	90	88	1		1		1	88		1	1	88				1	1
3	PARIT GANTONG	26	17	9		0			17		9		17				9	
4	PARIT JAWA	212	208	2	2	0			208		2	2	208				2	2
5	PARIT KAMBARI	3	2	1		0			2		1		2				1	
6	PARIT SATU	213	212	1		0			212		1		212				1	
7	PT SERI SENANG HATI	76	76			0			76				76					
8	PT SATU	11	9	2		0			9		2		9				2	
9	KG PARIT SATU, SANGLANG	136	131	2		3		3	131		2	3	131				2	3
10	TAMAN SANGLANG JAYA	2	2			0			2				2					
