kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN CHERAS	52	2	47	3	0			2		47	3	2				47	3
2	JLN DATO HJ HARUN TAYNTON VIEW	143	1	136	5	1	1		1	1	136	5	1				136	6
3	JLN GOH BOON HONG TAYNTON VIEW	68	2	66		0			2		66		2				66	
4	JLN NADCHATIRAM TAYNTON VIEW	48	1	45	2	0			1		45	2	1				45	2
5	JALAN MUTIARA BARAT 4	148	1	132	14	1		1	1		132	15	1				132	15
6	JALAN MUTIARA 6	116	3	113		0			3		113		3				113	
7	JALAN MUTIARA 1	142		139	3	0					139	3					139	3
8	JALAN MUTIARA BARAT 1	72		67	5	0					67	5					67	5
9	JALAN MUTIARA BARAT 2	41	1	39	1	0			1		39	1	1				39	1
10	JALAN MUTIARA 2	121		108	13	0					108	13					108	13
11	JALAN MUTIARA 4	104		98	6	0					98	6					98	6
12	JALAN MUTIARA BARAT 3	28	1	27		0			1		27		1				27	
13	JALAN MUTIARA 3	84		83	1	0					83	1					83	1
14	JALAN MUTIARA BARAT 5	249	3	228	16	2	1	1	3	1	228	17	3				228	18
15	JALAN MUTIARA BARAT	75	2	71	2	0			2		71	2	2				71	2
16	JALAN MUTIARA 5	53		53		0					53						53	
17	JALAN MUTIARA 7	42		38	4	0					38	4					38	4
18	JALAN MUTIARA RAYA	77	2	75		0			2		75		2				75	
19	LORONG MUTIARA	19		19		0					19						19	
20	TAMAN MUTIARA	226	2	219	4	1		1	2		219	5	2				219	5
21	JALAN MUTIARA BARAT 6	150	1	134	12	3	1	2	1	1	134	14	1		1		134	14
22	JALAN MUTIARA	11	1	10		0			1		10		1				10	
23	JLN NADCHATIRAM 1 TAYNTON VIEW	98		97	1	0					97	1					97	1
24	JALAN TIRAM SATU	41		41		0					41						41	
25	JLN TIRAM TAYNTON VIEW	55		51	4	0					51	4					51	4
26	JLN 24/119 TAYNTON VIEW	57		55	2	0					55	2					55	2
27	JLN 30/119 TAYNTON VIEW	3		3		0					3						3	
28	TAMAN SUPREME JAYA	11		11		0					11						11	
29	JALAN 27/119 TAYNTON VIEW	32		32		0					32						32	
30	TAMAN SUET CHOW	32		32		0					32						32	
31	MADRASAH AL-EHSAN	1	1			0			1				1					
32	TAMAN BILLION	197	2	185	7	3	1	2	3		185	9	2				185	10
33	TAMAN BUKIT TIARA	37		37		0					37						37	
801	PENGUNDI TIDAK HADIR	4		4		0					4						4	
