kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LADANG TAKU	317	174	5	135	3	3		176	1	5	135	174				5	138
2	KAMPUNG BHARU GUCHIL UTARA	2378	2237	112	16	13	3	10	2233	7	112	26	2238				112	28
3	SRI GUCHIL	1795	1233	438	110	14	3	11	1233	3	438	121	1233	1			438	123
4	KAMPUNG BHARU GUCHIL TENGAH	2017	1829	159	13	16		16	1828	1	159	29	1829				159	29
5	KAMPUNG BHARU GUCHIL SELATAN	1764	1651	86	20	7	1	6	1648	4	86	26	1651				86	27
6	BANDAR KUALA KRAI	2667	1659	913	59	36	19	17	1649	29	913	76	1661	2	2	1	913	88
7	KG HAMZAH	1444	925	471	44	4	3	1	924	4	471	45	925	2			471	46
8	RKT BAHAGIA	876	869	3		4	4		870	3	3		869		1		3	3
9	TUALANG	1082	1060	18	3	1		1	1057	3	18	4	1060				18	4
10	KENOR	2665	2656	5		4	3	1	2653	6	5	1	2656	2			5	2
11	KUALA PAHI	2176	2054	23	87	12	7	5	2054	7	23	92	2054				23	99
12	PAHI	1379	1331	31	13	4	1	3	1326	6	31	16	1331		1		31	16
