kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	LONG ANYAT PATAH	192		2		190	190		3	187	2					190	2	
2	LONG KESSEH BARAM	224	1			223	223		7	217			1	1		222		
3	LONG LIAM ULU BARAM	181		5		176	176		13	163	5			2		174	5	
4	LONG NAHA'A ULU BARAM	316	1	1		314	314		6	309	1		1	7		307	1	
5	LONG SANIAI AKAH	9				9	9		1	8				1		8		
6	LONG TEBANGAN(AKAH)	115				115	115		15	100				4		111		
7	LONG TAP AKAH BARAM	57	1			56	56		1	56			1	3		53		
8	LONG ITAM,BUNAU	92				92	92			92				1		91		
9	BARU, PATAH	16	1			15	15		1	15			1			15		
10	LONG DALOH, PATAH	53	1			52	52		1	52			1			52		
11	LONG KAWI, BUNAU	57				57	57			57						57		
12	LONG LUTENG, PATAH	135				135	135			135				3		132		
