kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPONG PARIT KAHAR	915	892	14	1	8	2	6	893	1	14	7	894				14	7
2	PARIT KEROMA	1132	829	279	3	21	1	20	829	1	279	23	830				279	23
3	AYER BALOI	410	342	63		5		5	342		63	5	342				63	5
4	BANDAR AYER BALOI SELATAN	653	517	126	1	9	2	7	517	2	126	8	517	1			126	9
5	BANDAR AYER BALOI UTARA	2163	1821	311	12	19	2	17	1822	1	311	29	1822				311	30
6	PARIT PANJANG	296	268	21	6	1		1	267	1	21	7	268				21	7
7	KAMPONG PARIT HAJI KARIM	836	810	18	3	5	1	4	810	1	18	7	810				18	8
8	PARIT SIKOM	2140	1531	596	2	11	2	9	1531	2	596	11	1531				596	13
9	KAMPONG JAWA	538	426	108		4	1	3	427		108	3	427				108	3
10	PULAI SEBATANG	2613	2087	490	4	32	2	30	2087	2	490	34	2087	1			490	35
11	API-API	631	512	103	2	14	2	12	512	2	103	14	513				103	15
12	SUNGAI TRUS	2343	1730	581	7	25	4	21	1731	3	581	28	1730	1	1	1	581	29
13	PONTIAN BESAR KIRI	1814	1340	440	8	26	7	19	1344	3	440	27	1341	1			440	32
14	JALAN ALSAGOFF	3845	2246	1328	213	58	14	44	2258	2	1328	257	2247	1	4		1328	265
15	PANTAI BANDAR PONTIAN	353	108	235	8	2	2		110		235	8	109				235	9
16	PEGAWAI	872	503	322	31	16	10	6	510	3	322	37	503				322	47
17	JALAN TAIB	2068	232	1787	44	5	3	2	235		1787	46	232	1			1787	48
18	BAKEK	2295	118	2160	9	8	3	5	119	2	2160	14	119	1			2160	15
19	PARIT SEMERAH	2299	1667	449	93	90	4	86	1668	3	449	179	1667		1		449	182
20	PARIT MESJID	3617	1051	2438	57	71	5	66	1046	10	2438	123	1051	1	2		2438	125
21	PARIT MESJID DARAT	2843	1565	1184	63	31	8	23	1566	7	1184	86	1566	3	1		1184	89
