kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MERAPOH	1109	1094		4	11	1	10	1091	4		14	1094					15
2	MENTARA	395	395			0			394	1			395					
3	TELUK GUNUNG	970	919			51	50	1	962	7		1	919	1				50
4	KAMPUNG PETOLA	391	385			6	3	3	384	4		3	385					6
5	PAGAR SASAK	859	792	7		60	59	1	790	61	7	1	792				7	60
6	FELDA SUNGAI KECHAU	1211	1143	4	50	14	11	3	1140	14	4	53	1143				4	64
7	LADANG SELBORNE	350	104	6	240	0			103	1	6	240	104				6	240
8	PADANG TENGKU	1264	927	258	73	6	1	5	927	1	258	78	927				258	79
9	GUA	1187	1160	6	2	19	9	10	1160	9	6	12	1160				6	21
10	TEMPOYANG	1098	946	84	63	5	2	3	947	1	84	66	946	1			84	67
11	BAPONG	514	505		1	8	2	6	507			7	505					9
12	RELONG	797	791	1		5	5		791	5	1		791				1	5
13	BERCHANG	623	617			6	1	5	617	1		5	617	1				5
14	TELANG	481	478	1		2		2	475	3	1	2	478				1	2
15	SEBERANG JELAI	300	277	20		3		3	277		20	3	277				20	3
16	KECHUR	625	614	7	1	3	2	1	614	2	7	2	615				7	3
17	AUR GADING	268	264	2		2		2	264		2	2	264				2	2
18	CHEGAR PERAH	508	471	2		35	29	6	473	27	2	6	471	1			2	34
19	SUNGAI TEMAU	1107	1101	2		4		4	1099	2	2	4	1101				2	4
