kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BELACON	844	197	19	4	624	586	38	290	493	19	42	198	39		3	19	585
2	DAM ROAD	1338	239	734	2	363	280	83	436	83	734	85	239	5		1	734	359
3	NORTH ROAD	829	190	403	7	229	191	38	333	48	403	45	192	5		1	403	228
4	TENGAH NIPAH	1740	344	211	2	1183	1052	131	1342	54	211	133	344	7	1	1	211	1176
5	SEGANGAN	1003	250	79	1	673	559	114	784	25	79	115	250	7			79	667
6	SILABUKAN	1989	623	27	2	1337	1221	116	1374	470	27	118	623	40	1	1	27	1297
7	ULU TUNGKU	1016	61	18	2	935	862	73	336	587	18	75	61	23		1	18	913
8	TUNGKU	3016	396	50	5	2565	2409	156	2574	231	50	161	397	8	4	1	50	2556
9	FELDA SAHABAT	4407	1134	25	10	3238	3059	179	3928	265	25	189	1136	51	4	4	25	3187
10	TAMBISAN	726	139	15		572	512	60	606	45	15	60	141	2			15	568
11	TANJUNG LABIAN	865	56			809	767	42	807	16		42	56	3	1			805
