kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KAMPUNG SERI JAYA	1699	207	1327	118	47	7	40	206	8	1327	158	207	1	1		1327	163
2	KAMPUNG NEW ZEALAND	1047	1024	4	5	14	4	10	1025	3	4	15	1024				4	19
3	KAMPUNG LUIT	1430	1400	7	1	22		22	1395	5	7	23	1400				7	23
4	SERENGKAM	437	362	1		74	74		364	72	1		362				1	74
5	KUALA WAU	215	207			8	7	1	206	8		1	207					8
6	LUBUK PAKU	470	437	2		31	30	1	441	26	2	1	437	1			2	30
7	KAMPUNG SENGGORA	376	361	6		9		9	360	1	6	9	361				6	9
8	SRI KERAMAT	1862	1785	32	21	24	17	7	1775	27	32	28	1785	2		1	32	42
9	BANDAR MARAN	2282	1745	259	29	249	236	13	1796	185	259	42	1745		1		259	277
10	FELDA BUKIT TAJAU	1525	1520		1	3	2	1	1520	2		2	1520					4
11	KAMPUNG SENTOSA	941	931		4	6	1	5	932			9	932					9
