kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG TUNAH	30	27	1		2	2		29		1		27	2			1	
2	KG PINTASAN	88	86			2	2		88				86	2				
3	KG TIRIS	355	329	1		25	25		344	10	1		329	23	1	1	1	
4	KG KEPAYANG	10	7			3	3		10				7	2		1		
5	KG BUINIH	3	3			0			2	1			3					
6	KG SEBALIK	90	82			8	8		90				82	8				
7	KG RANCHA-RANCHA	170	164			6	6		168	2			164	6				
8	KG MASJID LAMA	16	11	3		2	2		13		3		11	2			3	
9	KG PELAPI(CHINESE)	67		66		1	1			1	66			1			66	
10	KG LUMUT(CHINESE)	52		51		1	1			1	51			1			51	
11	KG LUMUT(KEDAYAN)	17	7			10	10		7	10			7	9		1		
12	KG KAYU KAPOR	72	64	2		6	6		65	5	2		64	6			2	
13	KG PENYIRAK	8		1		7	7		1	6	1			7			1	
