kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
19	KAPAYAN	33675	2136	16459	350	14730	14091	639	5035	11192	16459	989	2167	164	54	48	16459	14783
20	MOYOG	19456	492	1541	70	17353	17101	252	1169	16424	1541	322	497	72	16	13	1541	17317
