kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
10	ALOR PONGSU	20901	15521	2280	3060	39	15	24	15496	40	2280	3084	15526	1			2280	3093
11	GUNONG SEMANGGOL	20510	17409	2148	869	84	33	51	17394	48	2148	920	17413	6	2		2148	941
12	SELINSING	17882	13200	3218	1430	34	10	24	13183	27	3218	1454	13202	2	1	1	3218	1458
