kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	CROSS STREET	69	1	66	2	0			1		66	2	1				66	2
2	ENG WAH ESTATE	48	1	3	44	0			1		3	44	1				3	44
3	MAIN ROAD	129	13	83	33	0			13		83	33	13				83	33
4	MARKET STREET	12	5	2	5	0			5		2	5	5				2	5
5	LADANG PENARTH	48			48	0						48						48
6	POLICE COMPUND	8	8			0			7	1			8					
7	RAILWAY QUARTERS	7	4		3	0			4			3	4					3
8	PUSAT KESIHATAN KECHIL	13	13			0			13				13					
9	RUMAH AWAM	132	88	8	36	0			87	1	8	36	88				8	36
10	MAIN ROAD	90	38	46	6	0			38		46	6	38				46	6
701	BALAI POLIS KARAI	9	8			1	1		9				8			1		
