kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
37	GUAI	19353	16729	1349	417	858	795	63	16813	711	1349	480	16737	2	1		1349	1264
38	TRIANG	20083	5586	13367	909	220	157	63	5543	200	13367	972	5590	8	6	2	13367	1109
39	KEMAYAN	19275	13902	2420	855	2098	1968	130	13922	1948	2420	985	13904	44	19	4	2420	2884
