kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN AYER ITAM MK 16	126	11	99	15	1		1	11		99	16	11				99	16
2	AYER ITAM VILLAGE MK 16	25	14	10	1	0			14		10	1	14				10	1
3	EE KAK TNG TEMPLE MK 13	6		6		0					6						6	
4	HAPPY VALLEY MK 13	519	153	349	17	0			152	1	349	17	153				349	17
5	HAPPY VALLEY TERRACE MK 13	45	2	41	1	1		1	2		41	2	2				41	2
6	JLN PAYA TERUBONG MK 13	576	54	505	13	4	2	2	55	1	505	15	54		1		505	16
7	JLN PAYA TERUBONG MK 16	460	35	402	21	2	1	1	36		402	22	35				402	23
8	LORONG 3 OFF HAPPY VALLEY MK 13	23		23		0					23						23	
9	ROAD ONE OFF HAPPY VALLEY ROAD	36	3	33		0			3		33		3				33	
10	TINGKAT LEMBAH RIA EMPAT	129		129		0					129						129	
11	TINGKAT LEMBAH RIA TIGA	85	1	84		0			1		84		1				84	
12	TINGKAT LEMBAH RIA DUA	66		65	1	0					65	1					65	1
13	TINGKAT LEMBAH RIA SATU	22	7	15		0			7		15		7				15	
