kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	GEMAS BARU	225	13	99	111	2		2	13		99	113	13				99	113
2	FORTROSE	129	9	9	111	0			9		9	111	9				9	111
3	SUNGAI SENARUT	585	149	65	366	5		5	147	2	65	371	149				65	371
4	BANDAR BATU ANAM	3232	867	1541	804	20	11	9	869	9	1541	813	869	1			1541	821
5	BATU ANAM	3504	2158	696	291	300	279	21	1847	590	696	312	2169	96	36	3	696	445
6	BANDAN	445	418	14	11	2		2	418		14	13	418				14	13
7	WELCH	417	389	5	18	5	3	2	392		5	20	389				5	23
8	PAYA JAKAS	530	493	15	21	1	1		493	1	15	21	493				15	22
9	BANDAR JEMENTAH BARAT	3986	1086	2551	333	15	5	10	1084	7	2551	343	1086	2			2551	346
10	BANDAR JEMENTAH TIMOR	2888	91	2708	85	4		4	91		2708	89	91				2708	89
11	BANDAR JEMENTAH TENGAH	454	21	412	19	2		2	21		412	21	21				412	21
12	BANDAR JEMENTAH SELATAN	960	43	880	35	2	1	1	43	1	880	36	43				880	37
13	JEMENTAH	405	386	10	4	5	1	4	387		10	8	386		1		10	8
14	SUNGAI SIPUT	466	446	9	8	3	1	2	446	1	9	10	446				9	11
15	KAMPONG BUKIT TUNGGAL	343	337	2		4		4	337		2	4	337				2	4
16	TEBING TINGGI	371	364	3		4	1	3	364	1	3	3	364		1		3	3
17	GEMEREH	2192	2036	112	37	7	3	4	2038	1	112	41	2037		1		112	42
18	BERATA	1750	1634	67	34	15	2	13	1635	1	67	47	1634	1	1		67	47
19	JALAN KOLAM AIR	860	435	322	95	8	3	5	413	25	322	100	435	1			322	102
20	SUNGAI KAPEH	1016	343	536	133	4		4	343		536	137	343				536	137
21	PASAR	718	122	544	51	1	1		122	1	544	51	122	1			544	51
22	BANDAR	884	332	483	43	26	26		342	16	483	43	333	6	1	1	483	60
23	JALAN GEMEREH	1391	805	463	117	6	1	5	806		463	122	805	1			463	122
24	GENUANG	348	108	199	37	4		4	108		199	41	108				199	41
25	GENUANG SELATAN	2191	66	2100	21	4	1	3	64	3	2100	24	66	1			2100	24
26	KAMPONG ABDULLAH UTARA	3576	169	3338	61	8	5	3	169	5	3338	64	169	2	1		3338	66
