kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
23	MELOR	21240	20633	364	20	223	17	206	20577	73	364	226	20639	3	2		364	232
24	KADOK	16583	16258	259	4	62	18	44	16239	37	259	48	16259	4	4		259	57
25	KOK LANAS	27415	26128	607	26	654	577	77	25908	797	607	103	26146	234	99	9	607	320
