kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	KG SIMPANG TEMELOK TRONG	159	156		2	1	1		156	1		2	156					3
2	SUNGEI WANG TRONG	28	24		3	1	1		25			3	24		1			3
3	SUNGEI WANG ESTATE	19	5		14	0			5			14	5					14
4	AYER TERJUN NEW VILLAGE	143	32	98	12	1		1	32		98	13	32				98	13
5	MAIN ROAD AYER TERJUN	40	6	24	10	0			6		24	10	6				24	10
6	KAMPONG BELIA	100	99			1		1	99			1	99					1
7	KG BARU AIR TERJUN	63	41	13	9	0			41		13	9	41				13	9
8	KG MASJID	29	29			0			29				29					
9	KAMPONG AYER TERJUN TRONG	19	14	5		0			14		5		14				5	
10	KAMPONG MISJID AYER TERJUN	22	22			0			22				22					
