kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	SUNGAI PUTERI	2416	2099	69	13	235	223	12	2127	195	69	25	2100	5	1		69	241
2	KUALA ROMPIN	993	682	268	14	29	20	9	679	23	268	23	682	1			268	42
3	BANDAR BARU ROMPIN	2952	2402	398	20	132	112	20	2407	107	398	40	2402	4	2		398	146
4	PONTIAN	2218	2004	31	8	175	147	28	2016	135	31	36	2004				31	183
5	FELDA SELENDANG	2243	1902	5	30	306	296	10	1923	275	5	40	1902		1		5	335
6	SARANG TIONG	912	906		1	5	4	1	902	8		2	906					6
7	KAMPUNG JANGLAU	887	568	87		232	227	5	583	212	87	5	568		1		87	231
8	KAMPUNG JAWA	1176	1134	28		14	4	10	1130	8	28	10	1134				28	14
9	ENDAU	1822	1478	312	2	30	12	18	1478	12	312	20	1479				312	31
10	PIANGGU	1825	1711	4	1	109	100	9	1740	71	4	10	1711		1		4	109
11	DENAI	212	10	3		199	199		22	187	3		10				3	199
12	TEKEK	726	701	12	3	9	4	5	701	4	12	8	701				12	12
13	JUARA	197	196			1		1	195	1		1	196					1
14	KAMPUNG GENTING	182	180	1		1		1	180		1	1	180				1	1
15	MUKUT	145	144			1		1	144			1	144					1
