kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN TUARAN	469	12	367	1	89	79	10	30	61	367	11	12		2		367	88
2	BEAUTY GARDEN	282	15	145	3	119	104	15	101	18	145	18	15	1			145	121
3	JALAN BUKIT PADANG	184	2	142		40	36	4	11	27	142	4	2				142	40
4	BATU 2	69	3	58		8	5	3	4	4	58	3	3				58	8
5	SUNNY GARDEN	800	30	553	5	212	179	33	136	73	553	38	30		1	1	553	215
6	FRIENDLY GARDEN	768	15	594	5	154	146	8	56	105	594	13	15			1	594	158
7	JALAN KAPAS	167	16	68	2	81	69	12	62	23	68	14	16	1			68	82
8	TAMAN FOOK TIN	191	10	110	2	69	68	1	50	28	110	3	10			1	110	70
9	TAMAN BORNION	33		29	1	3	3		2	1	29	1					29	4
10	TAMAN FOO LONG	160		121	2	37	35	2	10	25	121	4					121	39
11	ALAM DAMAI CONDOMINIUM	32	4	26		2	2		4	2	26		4				26	2
801	PENGUNDI TIDAK HADIR	1				1		1				1						1
